@relation corpus_simple
@attribute character_count real
@attribute word_count real
@attribute average_word_length real
@attribute most_common_stop_word {the, he, to, and, a, of, it, you, i, his, in, she, for, was, they, an, him, her, when, their, or, my, we}
@attribute title_word_count real
@attribute adjective_percent real
@attribute adverb_percent real
@attribute noun_percent real
@attribute pronoun_percent real
@attribute verb_percent real
@attribute class {arabiannights, italiantyrol, russian, australian, canadian, german, japanese, aesop, armenian, chinese, norse, hawaiian, southernindia, english, mexicocity, slavic, indian, eskimo, welsh, czech, eapoe, hindi, dutch, georgian, finnish, iroquois, apache, irish, filipino, kingarthur, serbian, mothergoose, celtic, hamiltonwrightmabie, korean, hanschristiananderson, viking}
@data
%
% 1621 instances
%
1327,308,4.308441558441558,the,6,0.08333333333333333,0.020202020202020204,0.17929292929292928,0.005050505050505051,0.07828282828282829,italiantyrol
354,84,4.214285714285714,the,4,0.02830188679245283,0.02830188679245283,0.19811320754716982,0.0,0.12264150943396226,chinese
1420,331,4.290030211480363,the,3,0.054404145077720206,0.031088082901554404,0.16839378238341968,0.007772020725388601,0.09326424870466321,italiantyrol
3146,683,4.606149341142021,the,3,0.0776255707762557,0.033105022831050226,0.1780821917808219,0.0,0.08789954337899543,english
46748,10821,4.320118288513076,and,7,0.04105429369610106,0.030790720272075793,0.16464229321025142,0.013057208793878295,0.08077250091096806,kingarthur
2813,572,4.9178321678321675,the,6,0.09861111111111111,0.019444444444444445,0.20416666666666666,0.004166666666666667,0.06944444444444445,chinese
2065,462,4.46969696969697,the,4,0.041254125412541254,0.019801980198019802,0.19966996699669967,0.01155115511551155,0.09570957095709572,chinese
538,126,4.26984126984127,he,3,0.04938271604938271,0.024691358024691357,0.17901234567901234,0.0,0.05555555555555555,aesop
3774,902,4.184035476718403,the,5,0.024251069900142655,0.01355206847360913,0.16405135520684735,0.026390870185449358,0.10342368045649072,georgian
477,120,3.975,his,3,0.05625,0.03125,0.14375,0.03125,0.09375,aesop
548,133,4.120300751879699,the,4,0.07333333333333333,0.05333333333333334,0.16,0.013333333333333334,0.07333333333333333,aesop
1671,358,4.667597765363128,the,5,0.061567164179104475,0.014925373134328358,0.20708955223880596,0.0037313432835820895,0.08208955223880597,chinese
8055,1800,4.475,the,3,0.05968858131487889,0.039792387543252594,0.12283737024221453,0.012110726643598616,0.10077854671280277,serbian
19740,4420,4.46606334841629,the,1,0.04652515266065717,0.0298051759232335,0.14568188426868275,0.009886594940389648,0.08403605699331201,russian
1059,223,4.748878923766816,the,2,0.043478260869565216,0.012422360248447204,0.21428571428571427,0.0,0.06521739130434782,chinese
525,117,4.487179487179487,the,3,0.05102040816326531,0.02040816326530612,0.19387755102040816,0.02040816326530612,0.08163265306122448,welsh
2323,594,3.910774410774411,the,10,0.03783231083844581,0.028629856850715747,0.16155419222903886,0.023517382413087935,0.07770961145194274,iroquois
12044,2989,4.029441284710606,the,5,0.0563488016318205,0.037225905150433454,0.14711881693013767,0.018867924528301886,0.09739928607853136,canadian
1244,279,4.458781362007168,the,5,0.04054054054054054,0.021621621621621623,0.1864864864864865,0.016216216216216217,0.08648648648648649,chinese
370,78,4.743589743589744,the,1,0.05555555555555555,0.013888888888888888,0.2013888888888889,0.013888888888888888,0.04861111111111111,chinese
1699,419,4.054892601431981,the,3,0.046875,0.03515625,0.1328125,0.015625,0.123046875,eskimo
4261,962,4.429313929313929,the,4,0.03759398496240601,0.016541353383458645,0.17218045112781954,0.010526315789473684,0.08270676691729323,indian
1500,337,4.451038575667655,the,3,0.060267857142857144,0.04241071428571429,0.17410714285714285,0.004464285714285714,0.08705357142857142,italiantyrol
1537,326,4.714723926380368,and,3,0.049145299145299144,0.038461538461538464,0.1752136752136752,0.00641025641025641,0.08333333333333333,italiantyrol
8101,1926,4.206126687435098,the,5,0.04387186629526462,0.027158774373259052,0.14066852367688024,0.018454038997214484,0.08391364902506963,mothergoose
402,90,4.466666666666667,the,5,0.05714285714285714,0.02142857142857143,0.17857142857142858,0.014285714285714285,0.08571428571428572,aesop
6831,1623,4.208872458410351,the,3,0.06005859375,0.0390625,0.158203125,0.01513671875,0.09130859375,canadian
12732,2788,4.566714490674318,the,5,0.04984817813765182,0.03289473684210526,0.16017206477732793,0.009615384615384616,0.08502024291497975,russian
3937,882,4.463718820861678,the,6,0.06198347107438017,0.02809917355371901,0.16115702479338842,0.015702479338842976,0.08181818181818182,german
6004,1466,4.09549795361528,the,4,0.042440318302387266,0.02961980548187445,0.13527851458885942,0.01900972590627763,0.08797524314765694,celtic
5796,1315,4.407604562737642,the,3,0.03347064881565397,0.03192584963954686,0.14263645726055613,0.021627188465499485,0.09732234809474768,hamiltonwrightmabie
1840,407,4.520884520884521,the,3,0.0498220640569395,0.012455516014234875,0.22241992882562278,0.005338078291814947,0.08540925266903915,chinese
552,141,3.9148936170212765,a,5,0.041666666666666664,0.017857142857142856,0.17857142857142858,0.023809523809523808,0.07738095238095238,aesop
821,175,4.691428571428571,the,3,0.04918032786885246,0.012295081967213115,0.2540983606557377,0.0,0.09016393442622951,chinese
18796,4168,4.509596928982726,the,3,0.04865831842576029,0.027370304114490162,0.16422182468694096,0.017889087656529516,0.09230769230769231,southernindia
33178,7331,4.5257127267767014,the,11,0.05876826722338205,0.03162839248434238,0.1618997912317328,0.01638830897703549,0.09175365344467641,korean
876,215,4.074418604651163,and,5,0.03313253012048193,0.0391566265060241,0.1144578313253012,0.018072289156626505,0.10240963855421686,aesop
2329,546,4.2655677655677655,the,4,0.03724604966139955,0.024830699774266364,0.16478555304740405,0.024830699774266364,0.07562076749435666,chinese
1810,396,4.570707070707071,the,6,0.05201342281879195,0.015100671140939598,0.174496644295302,0.02181208053691275,0.08389261744966443,chinese
4385,1110,3.9504504504504503,the,6,0.042666666666666665,0.032,0.18333333333333332,0.006666666666666667,0.08066666666666666,english
3667,838,4.375894988066825,the,2,0.041116005873715125,0.023494860499265784,0.1527165932452276,0.015418502202643172,0.08223201174743025,russian
1334,304,4.3881578947368425,the,3,0.03111111111111111,0.008888888888888889,0.1622222222222222,0.008888888888888889,0.08888888888888889,indian
16919,3853,4.391123799636647,and,21,0.04893177119228118,0.029462439696760854,0.1631633356305996,0.011199172984148863,0.08511371467953135,kingarthur
595,127,4.68503937007874,the,5,0.025735294117647058,0.03308823529411765,0.12867647058823528,0.01838235294117647,0.0661764705882353,aesop
5962,1397,4.267716535433071,the,6,0.05979899497487437,0.022613065326633167,0.1628140703517588,0.012060301507537688,0.09346733668341708,english
7241,1703,4.251908396946565,the,3,0.05017921146953405,0.02867383512544803,0.16129032258064516,0.011648745519713262,0.0967741935483871,italiantyrol
1589,386,4.116580310880829,the,3,0.08583690987124463,0.03648068669527897,0.14163090128755365,0.015021459227467811,0.0815450643776824,hanschristiananderson
10143,2572,3.9436236391912907,the,3,0.046857772877618525,0.04217199558985667,0.1306504961411246,0.010198456449834619,0.09399117971334069,norse
1545,366,4.221311475409836,the,2,0.028169014084507043,0.03755868544600939,0.176056338028169,0.009389671361502348,0.11032863849765258,filipino
7435,1672,4.44677033492823,the,7,0.05510204081632653,0.036224489795918365,0.1903061224489796,0.003061224489795918,0.08061224489795918,mexicocity
660,147,4.489795918367347,the,3,0.04128440366972477,0.022935779816513763,0.14678899082568808,0.01834862385321101,0.12385321100917432,chinese
30480,6936,4.3944636678200695,the,13,0.0559654300168634,0.025822091062394605,0.15493254637436762,0.01465008431703204,0.08895446880269814,slavic
2273,581,3.9122203098106714,the,4,0.04669703872437358,0.02733485193621868,0.14009111617312073,0.02733485193621868,0.10022779043280182,iroquois
6465,1512,4.275793650793651,the,3,0.05614714424007745,0.0377541142303969,0.13891577928363988,0.01887705711519845,0.09583736689254599,mothergoose
549,135,4.066666666666666,the,5,0.03048780487804878,0.018292682926829267,0.1951219512195122,0.012195121951219513,0.12195121951219512,aesop
522,130,4.015384615384615,the,5,0.05952380952380952,0.023809523809523808,0.17857142857142858,0.005952380952380952,0.10714285714285714,aesop
11338,2824,4.014872521246459,the,2,0.03823991618648507,0.035620743844945,0.13043478260869565,0.012572027239392353,0.09874279727606076,norse
6749,1624,4.155788177339901,the,3,0.056612749762131306,0.024738344433872503,0.14176974310180782,0.023786869647954328,0.09514747859181731,hamiltonwrightmabie
8310,1994,4.167502507522568,the,6,0.0691609977324263,0.03665910808767952,0.13416477702191987,0.011715797430083144,0.09561602418745276,serbian
486,119,4.084033613445378,the,5,0.03571428571428571,0.014285714285714285,0.20714285714285716,0.0,0.1,aesop
1099,261,4.210727969348659,the,3,0.09198113207547169,0.018867924528301886,0.1320754716981132,0.018867924528301886,0.09905660377358491,english
488,121,4.033057851239669,the,5,0.03365384615384615,0.028846153846153848,0.125,0.009615384615384616,0.09615384615384616,aesop
6335,1478,4.286197564276049,the,9,0.06427870461236507,0.022571148184494603,0.15799803729146222,0.01619234543670265,0.09175662414131501,hanschristiananderson
4545,1099,4.13557779799818,the,7,0.05005889281507656,0.024734982332155476,0.18021201413427562,0.019434628975265017,0.07714958775029446,iroquois
413,102,4.049019607843137,and,5,0.058823529411764705,0.03676470588235294,0.13970588235294118,0.007352941176470588,0.11764705882352941,aesop
317,71,4.464788732394366,and,4,0.0,0.03424657534246575,0.19863013698630136,0.03424657534246575,0.0547945205479452,norse
55665,13104,4.24793956043956,the,4,0.05212107046862218,0.02354797242024074,0.17903470842585018,0.01560126212457637,0.0916793268668926,irish
16948,3962,4.2776375567895,the,3,0.04326123128119801,0.035108153078202996,0.15207986688851913,0.016139767054908487,0.09251247920133111,finnish
9423,2308,4.082755632582322,the,6,0.04971988795518207,0.04411764705882353,0.15721288515406162,0.0196078431372549,0.10084033613445378,canadian
568,139,4.086330935251799,the,5,0.040697674418604654,0.05813953488372093,0.19767441860465115,0.005813953488372093,0.06976744186046512,aesop
4839,1108,4.367328519855596,the,6,0.047972972972972976,0.02702702702702703,0.16216216216216217,0.014864864864864866,0.10472972972972973,australian
1855,450,4.122222222222222,the,5,0.03833333333333333,0.03666666666666667,0.145,0.005,0.10833333333333334,russian
497,123,4.040650406504065,the,5,0.06164383561643835,0.0273972602739726,0.1506849315068493,0.0136986301369863,0.0684931506849315,aesop
1345,294,4.574829931972789,the,3,0.044444444444444446,0.013333333333333334,0.16666666666666666,0.022222222222222223,0.09333333333333334,chinese
803,193,4.160621761658031,to,6,0.04017857142857143,0.026785714285714284,0.17410714285714285,0.0,0.11607142857142858,aesop
1091,246,4.434959349593496,in,2,0.0696969696969697,0.01818181818181818,0.16666666666666666,0.02727272727272727,0.08181818181818182,chinese
18875,4570,4.13019693654267,the,3,0.05706031058143734,0.03539183820873962,0.13344167569519683,0.020585048754062838,0.10743950884795955,hindi
5311,1185,4.481856540084388,the,5,0.06152849740932642,0.031088082901554404,0.14507772020725387,0.013601036269430052,0.10427461139896373,australian
562,137,4.102189781021898,it,3,0.032467532467532464,0.03896103896103896,0.14285714285714285,0.0,0.13636363636363635,aesop
5687,1260,4.5134920634920634,the,4,0.0598669623059867,0.020509977827051,0.17073170731707318,0.013303769401330377,0.0958980044345898,welsh
8931,2019,4.423476968796434,the,2,0.03337874659400545,0.02656675749318801,0.16791553133514986,0.007833787465940054,0.0923024523160763,russian
16752,3866,4.333160889808588,the,3,0.06506584043377227,0.04240898528272657,0.13439194422927964,0.008520526723470178,0.09856700232378002,serbian
